epoch,accuracy,val_accuracy
5.500000000000000000e+01,8.839724659919738770e-01,8.899082541465759277e-01
5.600000000000000000e+01,8.898721933364868164e-01,9.220183491706848145e-01
5.700000000000000000e+01,8.928220272064208984e-01,8.807339668273925781e-01
5.800000000000000000e+01,8.987217545509338379e-01,9.724770784378051758e-01
5.900000000000000000e+01,9.105211496353149414e-01,9.082568883895874023e-01
6.000000000000000000e+01,9.272369742393493652e-01,9.770641922950744629e-01
6.100000000000000000e+01,9.193707108497619629e-01,9.541284441947937012e-01
6.200000000000000000e+01,9.164208173751831055e-01,9.174311757087707520e-01
6.300000000000000000e+01,9.213372468948364258e-01,9.770641922950744629e-01
6.400000000000000000e+01,9.213372468948364258e-01,9.633027315139770508e-01
6.500000000000000000e+01,9.223205447196960449e-01,9.770641922950744629e-01
6.600000000000000000e+01,9.065880179405212402e-01,9.403669834136962891e-01
6.700000000000000000e+01,9.262536764144897461e-01,9.862385392189025879e-01
6.800000000000000000e+01,9.105211496353149414e-01,9.541284441947937012e-01
6.900000000000000000e+01,9.213372468948364258e-01,9.908257126808166504e-01
7.000000000000000000e+01,9.370698332786560059e-01,9.908257126808166504e-01
7.100000000000000000e+01,9.537856578826904297e-01,9.954128265380859375e-01
7.200000000000000000e+01,9.360865354537963867e-01,9.954128265380859375e-01
7.300000000000000000e+01,9.508357644081115723e-01,9.908257126808166504e-01
7.400000000000000000e+01,9.449360966682434082e-01,9.908257126808166504e-01
7.500000000000000000e+01,9.577187895774841309e-01,9.954128265380859375e-01
7.600000000000000000e+01,9.400196671485900879e-01,9.495412707328796387e-01
7.700000000000000000e+01,9.351032376289367676e-01,9.862385392189025879e-01
7.800000000000000000e+01,9.252703785896301270e-01,9.770641922950744629e-01
7.900000000000000000e+01,9.301868081092834473e-01,9.908257126808166504e-01
8.000000000000000000e+01,9.439527988433837891e-01,9.954128265380859375e-01
8.100000000000000000e+01,8.869222998619079590e-01,8.990825414657592773e-01
8.200000000000000000e+01,8.839724659919738770e-01,8.899082541465759277e-01
8.300000000000000000e+01,8.947886228561401367e-01,9.082568883895874023e-01
8.400000000000000000e+01,9.095378518104553223e-01,9.587156176567077637e-01
8.500000000000000000e+01,9.193707108497619629e-01,9.633027315139770508e-01
8.600000000000000000e+01,9.193707108497619629e-01,9.541284441947937012e-01
8.700000000000000000e+01,9.321534037590026855e-01,9.633027315139770508e-01
8.800000000000000000e+01,9.301868081092834473e-01,9.633027315139770508e-01
8.900000000000000000e+01,9.331367015838623047e-01,9.587156176567077637e-01
9.000000000000000000e+01,9.390363693237304688e-01,9.541284441947937012e-01
9.100000000000000000e+01,9.351032376289367676e-01,9.587156176567077637e-01
9.200000000000000000e+01,9.400196671485900879e-01,9.587156176567077637e-01
9.300000000000000000e+01,9.233038425445556641e-01,9.678899049758911133e-01
9.400000000000000000e+01,9.429695010185241699e-01,9.633027315139770508e-01
9.500000000000000000e+01,9.213372468948364258e-01,9.724770784378051758e-01
9.600000000000000000e+01,9.400196671485900879e-01,9.724770784378051758e-01
9.700000000000000000e+01,9.360865354537963867e-01,9.770641922950744629e-01
9.800000000000000000e+01,9.321534037590026855e-01,9.724770784378051758e-01
9.900000000000000000e+01,9.410029649734497070e-01,9.816513657569885254e-01
1.000000000000000000e+02,9.370698332786560059e-01,9.770641922950744629e-01
1.010000000000000000e+02,9.242871403694152832e-01,9.678899049758911133e-01
1.020000000000000000e+02,9.380530714988708496e-01,9.862385392189025879e-01
1.030000000000000000e+02,9.380530714988708496e-01,9.449541568756103516e-01
1.040000000000000000e+02,9.301868081092834473e-01,9.770641922950744629e-01
1.050000000000000000e+02,9.301868081092834473e-01,9.541284441947937012e-01
1.060000000000000000e+02,9.213372468948364258e-01,9.954128265380859375e-01
1.070000000000000000e+02,9.478859305381774902e-01,9.908257126808166504e-01
1.080000000000000000e+02,9.518190622329711914e-01,9.908257126808166504e-01
1.090000000000000000e+02,9.528023600578308105e-01,9.954128265380859375e-01
1.100000000000000000e+02,9.488692283630371094e-01,9.816513657569885254e-01
1.110000000000000000e+02,9.665683507919311523e-01,1.000000000000000000e+00
1.120000000000000000e+02,9.636184573173522949e-01,9.908257126808166504e-01
1.130000000000000000e+02,9.655850529670715332e-01,9.954128265380859375e-01
1.140000000000000000e+02,9.498525261878967285e-01,9.862385392189025879e-01
1.150000000000000000e+02,9.567354917526245117e-01,9.862385392189025879e-01
1.160000000000000000e+02,9.065880179405212402e-01,7.935779690742492676e-01
1.170000000000000000e+02,8.662733435630798340e-01,9.449541568756103516e-01
1.180000000000000000e+02,9.154375791549682617e-01,9.633027315139770508e-01
1.190000000000000000e+02,9.213372468948364258e-01,9.816513657569885254e-01
1.200000000000000000e+02,9.449360966682434082e-01,9.908257126808166504e-01
1.210000000000000000e+02,9.508357644081115723e-01,9.908257126808166504e-01
1.220000000000000000e+02,9.498525261878967285e-01,9.908257126808166504e-01
1.230000000000000000e+02,9.459193944931030273e-01,9.908257126808166504e-01
1.240000000000000000e+02,9.606686234474182129e-01,9.908257126808166504e-01
1.250000000000000000e+02,9.616519212722778320e-01,9.816513657569885254e-01
1.260000000000000000e+02,9.675516486167907715e-01,9.862385392189025879e-01
1.270000000000000000e+02,9.655850529670715332e-01,9.954128265380859375e-01
1.280000000000000000e+02,9.655850529670715332e-01,1.000000000000000000e+00
1.290000000000000000e+02,9.734513163566589355e-01,1.000000000000000000e+00
1.300000000000000000e+02,9.705014824867248535e-01,1.000000000000000000e+00
1.310000000000000000e+02,9.783677458763122559e-01,9.954128265380859375e-01
1.320000000000000000e+02,9.773844480514526367e-01,9.908257126808166504e-01
1.330000000000000000e+02,9.675516486167907715e-01,1.000000000000000000e+00
1.340000000000000000e+02,9.705014824867248535e-01,1.000000000000000000e+00
1.350000000000000000e+02,9.744346141815185547e-01,9.954128265380859375e-01
1.360000000000000000e+02,9.803343415260314941e-01,9.908257126808166504e-01
1.370000000000000000e+02,9.773844480514526367e-01,9.954128265380859375e-01
1.380000000000000000e+02,9.734513163566589355e-01,9.954128265380859375e-01
1.390000000000000000e+02,9.754179120063781738e-01,9.954128265380859375e-01
1.400000000000000000e+02,9.813175797462463379e-01,9.954128265380859375e-01
1.410000000000000000e+02,9.813175797462463379e-01,1.000000000000000000e+00
1.420000000000000000e+02,9.734513163566589355e-01,9.862385392189025879e-01
1.430000000000000000e+02,9.567354917526245117e-01,9.954128265380859375e-01
1.440000000000000000e+02,9.665683507919311523e-01,9.908257126808166504e-01
1.450000000000000000e+02,9.803343415260314941e-01,9.954128265380859375e-01
1.460000000000000000e+02,9.832841753959655762e-01,9.908257126808166504e-01
1.470000000000000000e+02,9.754179120063781738e-01,9.954128265380859375e-01
1.480000000000000000e+02,9.744346141815185547e-01,9.954128265380859375e-01
1.490000000000000000e+02,9.813175797462463379e-01,9.954128265380859375e-01
1.500000000000000000e+02,9.783677458763122559e-01,9.954128265380859375e-01
1.510000000000000000e+02,9.793510437011718750e-01,9.954128265380859375e-01
1.520000000000000000e+02,9.744346141815185547e-01,9.954128265380859375e-01
1.530000000000000000e+02,9.803343415260314941e-01,9.954128265380859375e-01
1.540000000000000000e+02,9.764011502265930176e-01,9.954128265380859375e-01
1.550000000000000000e+02,9.823008775711059570e-01,1.000000000000000000e+00
1.560000000000000000e+02,9.764011502265930176e-01,9.954128265380859375e-01
1.570000000000000000e+02,9.832841753959655762e-01,1.000000000000000000e+00
1.580000000000000000e+02,9.793510437011718750e-01,9.954128265380859375e-01
1.590000000000000000e+02,9.823008775711059570e-01,9.954128265380859375e-01
1.600000000000000000e+02,9.872173070907592773e-01,1.000000000000000000e+00
1.610000000000000000e+02,9.773844480514526367e-01,9.954128265380859375e-01
1.620000000000000000e+02,9.803343415260314941e-01,9.954128265380859375e-01
1.630000000000000000e+02,9.783677458763122559e-01,9.954128265380859375e-01
1.640000000000000000e+02,9.793510437011718750e-01,9.954128265380859375e-01
1.650000000000000000e+02,9.783677458763122559e-01,9.954128265380859375e-01
1.660000000000000000e+02,9.803343415260314941e-01,9.954128265380859375e-01
1.670000000000000000e+02,9.803343415260314941e-01,9.908257126808166504e-01
1.680000000000000000e+02,9.773844480514526367e-01,9.908257126808166504e-01
1.690000000000000000e+02,9.793510437011718750e-01,9.954128265380859375e-01
1.700000000000000000e+02,9.803343415260314941e-01,9.954128265380859375e-01
1.710000000000000000e+02,9.842674732208251953e-01,9.954128265380859375e-01
1.720000000000000000e+02,9.803343415260314941e-01,9.908257126808166504e-01
1.730000000000000000e+02,9.832841753959655762e-01,1.000000000000000000e+00
1.740000000000000000e+02,9.744346141815185547e-01,9.908257126808166504e-01
1.750000000000000000e+02,9.606686234474182129e-01,9.954128265380859375e-01
1.760000000000000000e+02,9.773844480514526367e-01,9.954128265380859375e-01
1.770000000000000000e+02,9.744346141815185547e-01,9.954128265380859375e-01
1.780000000000000000e+02,9.842674732208251953e-01,9.954128265380859375e-01
1.790000000000000000e+02,9.832841753959655762e-01,9.954128265380859375e-01
1.800000000000000000e+02,9.842674732208251953e-01,9.954128265380859375e-01
1.810000000000000000e+02,9.862340092658996582e-01,9.954128265380859375e-01
1.820000000000000000e+02,9.803343415260314941e-01,9.954128265380859375e-01
1.830000000000000000e+02,9.773844480514526367e-01,9.954128265380859375e-01
1.840000000000000000e+02,9.783677458763122559e-01,9.954128265380859375e-01
1.850000000000000000e+02,9.842674732208251953e-01,9.954128265380859375e-01
1.860000000000000000e+02,9.872173070907592773e-01,9.954128265380859375e-01
1.870000000000000000e+02,9.882006049156188965e-01,9.954128265380859375e-01
1.880000000000000000e+02,9.832841753959655762e-01,9.908257126808166504e-01
1.890000000000000000e+02,9.842674732208251953e-01,9.908257126808166504e-01
1.900000000000000000e+02,9.646017551422119141e-01,9.908257126808166504e-01
1.910000000000000000e+02,9.852507114410400391e-01,9.908257126808166504e-01
1.920000000000000000e+02,9.823008775711059570e-01,9.954128265380859375e-01
1.930000000000000000e+02,9.646017551422119141e-01,9.954128265380859375e-01
1.940000000000000000e+02,9.734513163566589355e-01,9.954128265380859375e-01
1.950000000000000000e+02,9.842674732208251953e-01,9.908257126808166504e-01
1.960000000000000000e+02,9.872173070907592773e-01,9.954128265380859375e-01
1.970000000000000000e+02,9.823008775711059570e-01,9.954128265380859375e-01
1.980000000000000000e+02,9.813175797462463379e-01,9.908257126808166504e-01
1.990000000000000000e+02,9.832841753959655762e-01,9.954128265380859375e-01
2.000000000000000000e+02,9.901671409606933594e-01,9.954128265380859375e-01
2.010000000000000000e+02,9.901671409606933594e-01,9.954128265380859375e-01
2.020000000000000000e+02,9.911504387855529785e-01,9.954128265380859375e-01
2.030000000000000000e+02,9.891839027404785156e-01,9.954128265380859375e-01
2.040000000000000000e+02,9.862340092658996582e-01,9.954128265380859375e-01
2.050000000000000000e+02,9.901671409606933594e-01,9.954128265380859375e-01
2.060000000000000000e+02,9.931170344352722168e-01,9.954128265380859375e-01
2.070000000000000000e+02,9.901671409606933594e-01,9.954128265380859375e-01
2.080000000000000000e+02,9.941002726554870605e-01,9.954128265380859375e-01
2.090000000000000000e+02,9.901671409606933594e-01,9.954128265380859375e-01
2.100000000000000000e+02,9.911504387855529785e-01,9.954128265380859375e-01
2.110000000000000000e+02,9.891839027404785156e-01,9.954128265380859375e-01
2.120000000000000000e+02,9.813175797462463379e-01,1.000000000000000000e+00
2.130000000000000000e+02,9.872173070907592773e-01,9.954128265380859375e-01
2.140000000000000000e+02,9.803343415260314941e-01,9.954128265380859375e-01
2.150000000000000000e+02,9.832841753959655762e-01,9.954128265380859375e-01
2.160000000000000000e+02,9.911504387855529785e-01,9.954128265380859375e-01
2.170000000000000000e+02,9.852507114410400391e-01,9.954128265380859375e-01
2.180000000000000000e+02,9.832841753959655762e-01,9.954128265380859375e-01
2.190000000000000000e+02,9.813175797462463379e-01,9.954128265380859375e-01
2.200000000000000000e+02,9.872173070907592773e-01,9.954128265380859375e-01
2.210000000000000000e+02,9.803343415260314941e-01,9.954128265380859375e-01
2.220000000000000000e+02,9.842674732208251953e-01,9.954128265380859375e-01
2.230000000000000000e+02,9.842674732208251953e-01,9.954128265380859375e-01
2.240000000000000000e+02,9.891839027404785156e-01,9.954128265380859375e-01
2.250000000000000000e+02,9.891839027404785156e-01,9.954128265380859375e-01
2.260000000000000000e+02,9.882006049156188965e-01,9.954128265380859375e-01
2.270000000000000000e+02,9.891839027404785156e-01,9.954128265380859375e-01
2.280000000000000000e+02,9.891839027404785156e-01,9.954128265380859375e-01
2.290000000000000000e+02,9.872173070907592773e-01,9.954128265380859375e-01
2.300000000000000000e+02,9.891839027404785156e-01,9.954128265380859375e-01
2.310000000000000000e+02,9.872173070907592773e-01,9.954128265380859375e-01
2.320000000000000000e+02,9.891839027404785156e-01,9.954128265380859375e-01
2.330000000000000000e+02,9.891839027404785156e-01,9.954128265380859375e-01
2.340000000000000000e+02,9.891839027404785156e-01,9.954128265380859375e-01
2.350000000000000000e+02,9.921337366104125977e-01,9.954128265380859375e-01
2.360000000000000000e+02,9.911504387855529785e-01,9.954128265380859375e-01
