epoch,loss,val_loss
3.600000000000000000e+01,1.235507369041442871e+00,1.234441876411437988e+00
3.700000000000000000e+01,1.149835467338562012e+00,1.187919735908508301e+00
3.800000000000000000e+01,1.135424971580505371e+00,1.143724560737609863e+00
3.900000000000000000e+01,1.111782908439636230e+00,1.107430458068847656e+00
4.000000000000000000e+01,1.050259828567504883e+00,1.061793327331542969e+00
4.100000000000000000e+01,1.026334166526794434e+00,1.087540984153747559e+00
4.200000000000000000e+01,1.014237642288208008e+00,1.045057773590087891e+00
4.300000000000000000e+01,1.008107900619506836e+00,1.025241374969482422e+00
4.400000000000000000e+01,1.003996372222900391e+00,1.023543000221252441e+00
4.500000000000000000e+01,9.721682071685791016e-01,9.674932956695556641e-01
4.600000000000000000e+01,9.340481758117675781e-01,9.506317973136901855e-01
4.700000000000000000e+01,9.132188558578491211e-01,8.996090888977050781e-01
4.800000000000000000e+01,8.837522268295288086e-01,8.724007010459899902e-01
4.900000000000000000e+01,8.668947815895080566e-01,9.374381303787231445e-01
5.000000000000000000e+01,9.475224018096923828e-01,9.461073279380798340e-01
5.100000000000000000e+01,9.058593511581420898e-01,8.860329985618591309e-01
5.200000000000000000e+01,8.391338586807250977e-01,8.751088976860046387e-01
5.300000000000000000e+01,8.018296360969543457e-01,7.961820960044860840e-01
5.400000000000000000e+01,7.908826470375061035e-01,8.292232155799865723e-01
5.500000000000000000e+01,7.982684969902038574e-01,7.937284111976623535e-01
5.600000000000000000e+01,7.789075970649719238e-01,8.142429590225219727e-01
5.700000000000000000e+01,7.637571096420288086e-01,7.821955084800720215e-01
5.800000000000000000e+01,7.347361445426940918e-01,7.067525982856750488e-01
5.900000000000000000e+01,7.164605855941772461e-01,7.760802507400512695e-01
6.000000000000000000e+01,6.962276697158813477e-01,6.759781241416931152e-01
6.100000000000000000e+01,6.969358921051025391e-01,6.963282823562622070e-01
6.200000000000000000e+01,6.907148957252502441e-01,6.928161978721618652e-01
6.300000000000000000e+01,6.707139611244201660e-01,6.532386541366577148e-01
6.400000000000000000e+01,6.403293609619140625e-01,6.546633839607238770e-01
6.500000000000000000e+01,6.455461382865905762e-01,6.258902549743652344e-01
6.600000000000000000e+01,6.710798740386962891e-01,6.972631216049194336e-01
6.700000000000000000e+01,6.475149393081665039e-01,6.463033556938171387e-01
6.800000000000000000e+01,7.284846305847167969e-01,7.299861907958984375e-01
6.900000000000000000e+01,7.124564647674560547e-01,6.855349540710449219e-01
7.000000000000000000e+01,6.998498439788818359e-01,6.636797189712524414e-01
7.100000000000000000e+01,6.312549710273742676e-01,6.012820601463317871e-01
7.200000000000000000e+01,6.109101772308349609e-01,5.758079290390014648e-01
7.300000000000000000e+01,5.809183716773986816e-01,5.552722215652465820e-01
7.400000000000000000e+01,5.784772634506225586e-01,5.518072247505187988e-01
7.500000000000000000e+01,5.428251624107360840e-01,5.363262295722961426e-01
7.600000000000000000e+01,5.666440129280090332e-01,6.151553988456726074e-01
7.700000000000000000e+01,5.951200723648071289e-01,5.630087256431579590e-01
7.800000000000000000e+01,5.976311564445495605e-01,5.842387080192565918e-01
7.900000000000000000e+01,5.742817521095275879e-01,5.432348847389221191e-01
8.000000000000000000e+01,5.448327660560607910e-01,5.335392951965332031e-01
8.100000000000000000e+01,7.663364410400390625e-01,8.284565210342407227e-01
8.200000000000000000e+01,7.803040742874145508e-01,7.816559076309204102e-01
8.300000000000000000e+01,7.453799843788146973e-01,7.121151685714721680e-01
8.400000000000000000e+01,6.521566510200500488e-01,6.170367598533630371e-01
8.500000000000000000e+01,5.906719565391540527e-01,5.651249289512634277e-01
8.600000000000000000e+01,5.719289779663085938e-01,5.709104537963867188e-01
8.700000000000000000e+01,5.486792325973510742e-01,5.438439249992370605e-01
8.800000000000000000e+01,5.349196195602416992e-01,5.434064269065856934e-01
8.900000000000000000e+01,5.150199532508850098e-01,5.218316912651062012e-01
9.000000000000000000e+01,5.096079707145690918e-01,5.243161916732788086e-01
9.100000000000000000e+01,5.050496459007263184e-01,5.100365877151489258e-01
9.200000000000000000e+01,5.143455266952514648e-01,5.429461002349853516e-01
9.300000000000000000e+01,5.380479097366333008e-01,5.485925674438476562e-01
9.400000000000000000e+01,5.099124908447265625e-01,5.150061845779418945e-01
9.500000000000000000e+01,5.533171892166137695e-01,5.235856175422668457e-01
9.600000000000000000e+01,5.389659404754638672e-01,5.336974859237670898e-01
9.700000000000000000e+01,5.082933306694030762e-01,5.196554064750671387e-01
9.800000000000000000e+01,4.886654913425445557e-01,4.792291224002838135e-01
9.900000000000000000e+01,4.732601642608642578e-01,4.616005122661590576e-01
1.000000000000000000e+02,4.911007285118103027e-01,4.788056612014770508e-01
1.010000000000000000e+02,5.098268389701843262e-01,5.054793953895568848e-01
1.020000000000000000e+02,4.978578388690948486e-01,4.977332651615142822e-01
1.030000000000000000e+02,5.188750624656677246e-01,5.392397046089172363e-01
1.040000000000000000e+02,5.256893038749694824e-01,5.360231399536132812e-01
1.050000000000000000e+02,5.668369531631469727e-01,5.674281120300292969e-01
1.060000000000000000e+02,5.628867745399475098e-01,5.092023015022277832e-01
1.070000000000000000e+02,5.031957030296325684e-01,4.815897941589355469e-01
1.080000000000000000e+02,4.649612307548522949e-01,4.332697093486785889e-01
1.090000000000000000e+02,4.480630755424499512e-01,4.172610342502593994e-01
1.100000000000000000e+02,4.471327066421508789e-01,4.120722413063049316e-01
1.110000000000000000e+02,4.246329963207244873e-01,4.060787558555603027e-01
1.120000000000000000e+02,4.135453104972839355e-01,4.158281385898590088e-01
1.130000000000000000e+02,4.059781730175018311e-01,3.954070210456848145e-01
1.140000000000000000e+02,4.678469002246856689e-01,4.388950467109680176e-01
1.150000000000000000e+02,4.752368927001953125e-01,4.669238328933715820e-01
1.160000000000000000e+02,6.530141234397888184e-01,8.552461266517639160e-01
1.170000000000000000e+02,7.526994943618774414e-01,6.268485784530639648e-01
1.180000000000000000e+02,6.276209950447082520e-01,5.681380033493041992e-01
1.190000000000000000e+02,6.075164675712585449e-01,5.432162284851074219e-01
1.200000000000000000e+02,5.421429276466369629e-01,4.771853089332580566e-01
1.210000000000000000e+02,4.798374176025390625e-01,4.265544116497039795e-01
1.220000000000000000e+02,4.589362442493438721e-01,4.333713650703430176e-01
1.230000000000000000e+02,4.545738995075225830e-01,4.031250178813934326e-01
1.240000000000000000e+02,4.329538345336914062e-01,3.880332410335540771e-01
1.250000000000000000e+02,4.011563658714294434e-01,3.658418953418731689e-01
1.260000000000000000e+02,3.893799483776092529e-01,3.564317226409912109e-01
1.270000000000000000e+02,3.611894845962524414e-01,3.358301222324371338e-01
1.280000000000000000e+02,3.565140366554260254e-01,3.288082182407379150e-01
1.290000000000000000e+02,3.464108109474182129e-01,3.180766105651855469e-01
1.300000000000000000e+02,3.517410755157470703e-01,3.111672699451446533e-01
1.310000000000000000e+02,3.407008051872253418e-01,3.204896450042724609e-01
1.320000000000000000e+02,3.297981619834899902e-01,3.131236732006072998e-01
1.330000000000000000e+02,3.523934185504913330e-01,3.285769522190093994e-01
1.340000000000000000e+02,3.505000770092010498e-01,3.348574936389923096e-01
1.350000000000000000e+02,3.351716399192810059e-01,3.147986829280853271e-01
1.360000000000000000e+02,3.366759121417999268e-01,3.241884410381317139e-01
1.370000000000000000e+02,3.304459750652313232e-01,3.037631213665008545e-01
1.380000000000000000e+02,3.336872458457946777e-01,3.178174197673797607e-01
1.390000000000000000e+02,3.195576071739196777e-01,3.090501725673675537e-01
1.400000000000000000e+02,3.105477988719940186e-01,2.944170534610748291e-01
1.410000000000000000e+02,3.165312707424163818e-01,2.911179661750793457e-01
1.420000000000000000e+02,3.387341201305389404e-01,3.219337165355682373e-01
1.430000000000000000e+02,3.660485446453094482e-01,3.081391453742980957e-01
1.440000000000000000e+02,3.565717339515686035e-01,3.281717896461486816e-01
1.450000000000000000e+02,3.345108330249786377e-01,3.051637709140777588e-01
1.460000000000000000e+02,3.250856697559356689e-01,3.067950010299682617e-01
1.470000000000000000e+02,3.178603947162628174e-01,2.946820259094238281e-01
1.480000000000000000e+02,3.261576592922210693e-01,2.953477501869201660e-01
1.490000000000000000e+02,3.121341466903686523e-01,3.014570474624633789e-01
1.500000000000000000e+02,3.082762360572814941e-01,2.885237336158752441e-01
1.510000000000000000e+02,3.203668892383575439e-01,3.075521290302276611e-01
1.520000000000000000e+02,3.273319602012634277e-01,2.931869029998779297e-01
1.530000000000000000e+02,3.045686185359954834e-01,2.943113446235656738e-01
1.540000000000000000e+02,3.022922873497009277e-01,2.823562622070312500e-01
1.550000000000000000e+02,3.038969337940216064e-01,2.830896377563476562e-01
1.560000000000000000e+02,3.162312507629394531e-01,2.837601900100708008e-01
1.570000000000000000e+02,3.026578724384307861e-01,3.024061322212219238e-01
1.580000000000000000e+02,3.216872811317443848e-01,2.845397591590881348e-01
1.590000000000000000e+02,3.074872493743896484e-01,2.786569595336914062e-01
1.600000000000000000e+02,3.002119362354278564e-01,2.818361520767211914e-01
1.610000000000000000e+02,2.907660305500030518e-01,2.745693325996398926e-01
1.620000000000000000e+02,2.980017662048339844e-01,2.744857370853424072e-01
1.630000000000000000e+02,2.935757339000701904e-01,2.907906770706176758e-01
1.640000000000000000e+02,3.171873986721038818e-01,3.029052913188934326e-01
1.650000000000000000e+02,3.212617039680480957e-01,2.861271202564239502e-01
1.660000000000000000e+02,2.983368933200836182e-01,2.738840878009796143e-01
1.670000000000000000e+02,2.986895740032196045e-01,2.823229730129241943e-01
1.680000000000000000e+02,3.059455752372741699e-01,2.864463925361633301e-01
1.690000000000000000e+02,2.943139374256134033e-01,2.636200785636901855e-01
1.700000000000000000e+02,2.881348431110382080e-01,2.622817754745483398e-01
1.710000000000000000e+02,2.849938273429870605e-01,2.641583979129791260e-01
1.720000000000000000e+02,2.804790735244750977e-01,2.615550160408020020e-01
1.730000000000000000e+02,2.873320281505584717e-01,2.701552212238311768e-01
1.740000000000000000e+02,2.984382510185241699e-01,2.744956612586975098e-01
1.750000000000000000e+02,3.347327709197998047e-01,2.896711230278015137e-01
1.760000000000000000e+02,3.196523785591125488e-01,2.845771908760070801e-01
1.770000000000000000e+02,3.287374377250671387e-01,2.874102890491485596e-01
1.780000000000000000e+02,2.986848652362823486e-01,2.715448439121246338e-01
1.790000000000000000e+02,2.840909361839294434e-01,2.761825025081634521e-01
1.800000000000000000e+02,2.865225374698638916e-01,2.672944664955139160e-01
1.810000000000000000e+02,2.757849991321563721e-01,2.547483742237091064e-01
1.820000000000000000e+02,3.053001761436462402e-01,2.967503964900970459e-01
1.830000000000000000e+02,3.270757496356964111e-01,2.855327725410461426e-01
1.840000000000000000e+02,3.104637861251831055e-01,2.728278040885925293e-01
1.850000000000000000e+02,2.908421754837036133e-01,2.667909860610961914e-01
1.860000000000000000e+02,2.684450149536132812e-01,2.546251416206359863e-01
1.870000000000000000e+02,2.709943652153015137e-01,2.536786794662475586e-01
1.880000000000000000e+02,2.830183207988739014e-01,2.635182738304138184e-01
1.890000000000000000e+02,2.948531806468963623e-01,2.732169330120086670e-01
1.900000000000000000e+02,3.303198814392089844e-01,2.927389144897460938e-01
1.910000000000000000e+02,3.044781684875488281e-01,2.701279222965240479e-01
1.920000000000000000e+02,3.613908588886260986e-01,2.725797295570373535e-01
1.930000000000000000e+02,3.602626323699951172e-01,3.357345461845397949e-01
1.940000000000000000e+02,3.591861128807067871e-01,3.567777574062347412e-01
1.950000000000000000e+02,3.222234547138214111e-01,3.043189346790313721e-01
1.960000000000000000e+02,2.840487957000732422e-01,2.763494849205017090e-01
1.970000000000000000e+02,2.884717285633087158e-01,2.831348776817321777e-01
1.980000000000000000e+02,2.887017726898193359e-01,2.812532484531402588e-01
1.990000000000000000e+02,2.750495076179504395e-01,2.699047327041625977e-01
2.000000000000000000e+02,2.663069069385528564e-01,2.681576609611511230e-01
2.010000000000000000e+02,2.513173222541809082e-01,2.565439045429229736e-01
2.020000000000000000e+02,2.511608600616455078e-01,2.546174228191375732e-01
2.030000000000000000e+02,2.454802840948104858e-01,2.556282579898834229e-01
2.040000000000000000e+02,2.451878935098648071e-01,2.531594336032867432e-01
2.050000000000000000e+02,2.448504418134689331e-01,2.415604591369628906e-01
2.060000000000000000e+02,2.406760305166244507e-01,2.437120825052261353e-01
2.070000000000000000e+02,2.396754473447799683e-01,2.489289790391921997e-01
2.080000000000000000e+02,2.404980510473251343e-01,2.343408912420272827e-01
2.090000000000000000e+02,2.414944469928741455e-01,2.504160404205322266e-01
2.100000000000000000e+02,2.369290888309478760e-01,2.583625018596649170e-01
2.110000000000000000e+02,2.380709052085876465e-01,2.418526113033294678e-01
2.120000000000000000e+02,2.497904747724533081e-01,2.290758192539215088e-01
2.130000000000000000e+02,2.528543472290039062e-01,2.463716417551040649e-01
2.140000000000000000e+02,2.539273500442504883e-01,2.534786462783813477e-01
2.150000000000000000e+02,2.456671446561813354e-01,2.569336891174316406e-01
2.160000000000000000e+02,2.419907450675964355e-01,2.285536527633666992e-01
2.170000000000000000e+02,2.344786375761032104e-01,2.446383386850357056e-01
2.180000000000000000e+02,2.596877813339233398e-01,2.766401171684265137e-01
2.190000000000000000e+02,2.815912365913391113e-01,2.839020788669586182e-01
2.200000000000000000e+02,2.652790844440460205e-01,2.954884767532348633e-01
2.210000000000000000e+02,2.675658464431762695e-01,2.899745702743530273e-01
2.220000000000000000e+02,2.570942044258117676e-01,2.782940566539764404e-01
2.230000000000000000e+02,2.539280652999877930e-01,2.730525434017181396e-01
2.240000000000000000e+02,2.554724216461181641e-01,2.773281633853912354e-01
2.250000000000000000e+02,2.567843794822692871e-01,2.690254151821136475e-01
2.260000000000000000e+02,2.521179020404815674e-01,2.642465531826019287e-01
2.270000000000000000e+02,2.462103217840194702e-01,2.595832347869873047e-01
2.280000000000000000e+02,2.397489994764328003e-01,2.615363597869873047e-01
2.290000000000000000e+02,2.423841059207916260e-01,2.591303288936614990e-01
2.300000000000000000e+02,2.401880919933319092e-01,2.588795721530914307e-01
2.310000000000000000e+02,2.350874543190002441e-01,2.585920691490173340e-01
2.320000000000000000e+02,2.307094931602478027e-01,2.495362758636474609e-01
2.330000000000000000e+02,2.327097654342651367e-01,2.505063712596893311e-01
2.340000000000000000e+02,2.328241914510726929e-01,2.526771724224090576e-01
2.350000000000000000e+02,2.327230572700500488e-01,2.524779438972473145e-01
2.360000000000000000e+02,2.226999700069427490e-01,2.504768967628479004e-01
