epoch,loss,val_loss
1.000000000000000000e+00,3.043273210525512695e+00,1.876706600189208984e+00
2.000000000000000000e+00,2.285290718078613281e+00,1.888496041297912598e+00
3.000000000000000000e+00,2.280660152435302734e+00,1.848541975021362305e+00
4.000000000000000000e+00,1.996008038520812988e+00,1.774140477180480957e+00
5.000000000000000000e+00,1.798601269721984863e+00,1.730107426643371582e+00
6.000000000000000000e+00,1.729348778724670410e+00,1.733612656593322754e+00
7.000000000000000000e+00,1.741357326507568359e+00,1.734263658523559570e+00
8.000000000000000000e+00,1.717635869979858398e+00,1.708722352981567383e+00
9.000000000000000000e+00,1.709550499916076660e+00,1.699340939521789551e+00
1.000000000000000000e+01,1.714553594589233398e+00,1.692697286605834961e+00
1.100000000000000000e+01,1.705202221870422363e+00,1.699780941009521484e+00
1.200000000000000000e+01,1.693720817565917969e+00,1.684458136558532715e+00
1.300000000000000000e+01,1.689843654632568359e+00,1.676815748214721680e+00
1.400000000000000000e+01,1.679118394851684570e+00,1.692747116088867188e+00
1.500000000000000000e+01,1.685257554054260254e+00,1.673293471336364746e+00
1.600000000000000000e+01,1.675828337669372559e+00,1.668735742568969727e+00
1.700000000000000000e+01,1.681588649749755859e+00,1.665187120437622070e+00
1.800000000000000000e+01,1.653841733932495117e+00,1.658652782440185547e+00
1.900000000000000000e+01,1.643609762191772461e+00,1.651762247085571289e+00
2.000000000000000000e+01,1.638714909553527832e+00,1.651648163795471191e+00
2.100000000000000000e+01,1.646288752555847168e+00,1.651535034179687500e+00
2.200000000000000000e+01,1.642412066459655762e+00,1.652294158935546875e+00
2.300000000000000000e+01,1.640493035316467285e+00,1.646741271018981934e+00
2.400000000000000000e+01,1.635351419448852539e+00,1.646961688995361328e+00
2.500000000000000000e+01,1.635959625244140625e+00,1.643692135810852051e+00
2.600000000000000000e+01,1.633121728897094727e+00,1.640809535980224609e+00
2.700000000000000000e+01,1.628265500068664551e+00,1.639667868614196777e+00
2.800000000000000000e+01,1.668269753456115723e+00,1.678099155426025391e+00
2.900000000000000000e+01,1.678493976593017578e+00,1.689747691154479980e+00
3.000000000000000000e+01,1.674331426620483398e+00,1.679912686347961426e+00
3.100000000000000000e+01,1.672697544097900391e+00,1.679120421409606934e+00
3.200000000000000000e+01,1.666280984878540039e+00,1.668496608734130859e+00
3.300000000000000000e+01,1.655545234680175781e+00,1.660028338432312012e+00
3.400000000000000000e+01,1.646024703979492188e+00,1.650438904762268066e+00
3.500000000000000000e+01,1.641912579536437988e+00,1.651112318038940430e+00
3.600000000000000000e+01,1.642881870269775391e+00,1.655081391334533691e+00
3.700000000000000000e+01,1.638707995414733887e+00,1.649692773818969727e+00
3.800000000000000000e+01,1.634860277175903320e+00,1.647254586219787598e+00
3.900000000000000000e+01,1.631999731063842773e+00,1.647833108901977539e+00
