epoch,loss,val_loss
7.700000000000000000e+01,6.910687685012817383e-01,7.198615074157714844e-01
7.800000000000000000e+01,6.860982179641723633e-01,6.594449877738952637e-01
7.900000000000000000e+01,6.729996204376220703e-01,6.368300914764404297e-01
8.000000000000000000e+01,6.451792716979980469e-01,6.941635608673095703e-01
8.100000000000000000e+01,6.582120060920715332e-01,6.539937853813171387e-01
8.200000000000000000e+01,6.181107759475708008e-01,5.944813489913940430e-01
8.300000000000000000e+01,6.163272857666015625e-01,6.412996053695678711e-01
8.400000000000000000e+01,6.486404538154602051e-01,6.356298327445983887e-01
8.500000000000000000e+01,6.072902679443359375e-01,5.538912415504455566e-01
8.600000000000000000e+01,6.074913144111633301e-01,5.953097343444824219e-01
8.700000000000000000e+01,6.757997274398803711e-01,7.146214246749877930e-01
8.800000000000000000e+01,7.720761299133300781e-01,6.702061891555786133e-01
8.900000000000000000e+01,6.461150646209716797e-01,6.135409474372863770e-01
9.000000000000000000e+01,5.873553156852722168e-01,6.092022657394409180e-01
9.100000000000000000e+01,6.426715850830078125e-01,6.760810613632202148e-01
9.200000000000000000e+01,6.426770687103271484e-01,6.132817864418029785e-01
9.300000000000000000e+01,6.447553038597106934e-01,6.395966410636901855e-01
9.400000000000000000e+01,6.568393111228942871e-01,6.315901279449462891e-01
9.500000000000000000e+01,6.450309157371520996e-01,6.053109765052795410e-01
9.600000000000000000e+01,6.192386150360107422e-01,5.640673041343688965e-01
9.700000000000000000e+01,5.416792035102844238e-01,5.281262397766113281e-01
9.800000000000000000e+01,5.267556309700012207e-01,5.096985697746276855e-01
9.900000000000000000e+01,5.065653920173645020e-01,4.901171028614044189e-01
1.000000000000000000e+02,4.905187487602233887e-01,4.886448681354522705e-01
